E5330,4116,6831
E99,9999,9560
E4207,4923,2271
E4931,9999,9999
E2275,7074,2972
E257,5466,3720
E4156,2149,8856
E2550,5763,8761
E2720,5563,3024
E290,2632,4077
E165,1530,2220
E1309,1507,4118
E3257,9302,5513
E3593,9999,823
E2661,5223,3257
E5636,8782,7749
E5610,7952,2239
E2516,2126,6265
E1122,2275,8022
E2389,5834,9635
E2887,7435,8435
E2517,477,9791
E4734,9999,6910
E3756,9848,1118
E4570,8782,7762
E3478,8760,5478
E4105,9999,9999
E322,9999,9032
E4728,9,4307
E3773,974,9638
E3548,3340,4109
E5614,1317,4621
E41,9999,8427
E4500,2701,243
E508,1422,6797
E3097,8515,664
E2445,4148,9614
E4988,5752,3757
E726,4618,9999
E2302,3114,9600
E1576,8621,7093
E5194,496,3725
E3379,2399,2126
E5487,7136,6707
E1316,9999,1527
E2909,9999,9999
E2255,6204,4267
E2966,241,9999
E5775,3273,8207
E3361,3056,545
E3207,6531,6110
E5131,600,9999
E1782,9999,9999
E2832,5269,2954
E1438,5322,3913
E3240,6317,1780
E2086,8140,4961
E3628,4601,9999
E522,7279,5741
E5706,7014,6398
E4725,1278,21
E1604,9402,5304
E1609,3431,1237
E2633,9999,9742
E3350,9999,8285
E3102,6390,9037
E5274,6590,5443
E2681,678,6758
E4209,5580,9999
E5076,9999,7505
E5233,3933,5635
E3041,9999,63
E3334,9999,9999
E464,8162,8986
E3488,3121,2307
E3166,9708,748
E1934,8949,1414
E4194,4307,9676
E1456,4911,9999
E1798,497,8999
E5058,9084,4174
E5785,9754,5886
E1565,2031,6909
E1314,9999,6690
E2939,9734,853
E1189,4011,4286
E1724,1001,8447
E2098,7286,919
E874,2162,49
E2376,7808,8921
E1580,5563,60
E825,3239,9999
E5933,2009,4565
E2926,6771,978
E2164,8350,7551
E5529,9999,3403
E2510,337,1606
E2364,2772,6410
E1108,7739,4621
E1472,9999,1104
E1403,8571,9022
E2231,8976,9999
E4567,6193,9119
E1069,3345,9798
E2649,9999,983
E5952,8092,2166
E1190,6049,9999
E5009,9999,9999
E2287,2071,6490
E589,8967,6042
E650,3510,7246
E4588,3239,9026
E1581,2668,3762
E5724,6296,8238
E3130,498,87
E3473,7751,1142
E4790,8627,7047
E3411,1094,4493
E3673,6819,1272
E2863,9531,1644
E3023,9999,7290
E4158,5860,2023
E2821,372,645
E2029,2553,1470
E2697,5846,7358
E2397,9690,3359
E2579,9130,642
E411,4022,2850
E5836,8541,3784
E1428,5517,3102
E5821,2527,3504
E1709,130,5085
E3428,5998,9968
E1432,6972,8859
E5219,914,7761
E2495,8643,753
E1952,3343,3693
E799,9389,9903
E4321,9999,4109
E1921,5506,9999
E1920,4269,4688
E4636,8960,5435
E467,6746,4097
E4295,398,2691
E5695,4164,5215
E817,9999,3968
E1433,5979,8489
E4901,9999,1626
E1215,8045,3750
E2109,1749,2413
E3886,7318,6054
E1299,2913,3693
E3900,5094,4659
E1272,1427,8566
E934,9999,9999
E2791,6365,8414
E4765,5566,4878
E215,3383,6391
E3912,5119,8581
E1236,766,5918
E4826,1136,5606
E2197,7630,7440
E4254,9999,9178
E4068,5335,7041
E669,5929,1584
E2082,501,3163
E2475,9999,9999
E2692,9999,9999
E2291,7521,1606
E2799,5441,8232
E2444,9999,567
E714,5615,178
E2254,8771,5215
E174,9976,1087
E784,8255,4578
E3616,6259,3298
E3792,3024,7851
E1832,9348,9999
E2726,7098,6486
E379,9232,9273
E2115,2558,9148
E5011,1706,8790
E1101,3578,2138
E919,1638,4191
E2865,8402,7088
E1777,1413,4065
E3323,263,6223
E3472,9999,9068
E2601,9999,7490
E4706,7977,2892
E1183,2708,4335
E4983,6603,8815
E3250,4836,2523
E5503,3037,946
E2976,7599,8591
E5947,9718,3100
E3769,3072,2410
E396,484,9999
E25,3647,5583
E3798,4009,4006
E2335,9999,9999
E2515,9999,9933
E2253,7969,5698
E684,9999,9999
E4969,9999,9999
E5458,169,9470
E4467,961,6543
E4170,7988,8478
E764,5742,3141
E2033,6391,6548
E4894,5682,489
E5331,3133,9343
E3731,8113,6393
E2862,7544,2196
E4476,9999,3727
E1518,7676,8208
E3302,9999,4120
E5478,3116,2152
E3060,6943,4167
E5434,4748,3802
E5712,7800,3077
